건물용도코드,읍면동코드,지상층수,고시일자,도로구간시군구코드,도로명코드,시군구코드,지하층수
1000,103,2,2011-07-29,11500,4145508,11500,1
10204,103,4,2011-07-29,11500,4145512,11500,1
1000,103,2,2011-07-29,11500,4145512,11500,1
4999,103,4,2011-07-29,11500,4145512,11500,0
8999,103,7,2011-07-29,11500,4145523,11500,0
11102,103,6,2011-07-29,11500,4145523,11500,1
11102,103,6,2011-07-29,11500,4145523,11500,1
2003,103,7,2011-11-23,11500,4145523,11500,0
10202,103,7,2011-07-29,11500,4145523,11500,0
11102,103,5,2011-07-29,11500,4145523,11500,1
1003,103,3,2011-07-29,11500,4145523,11500,1
10202,103,6,2011-07-29,11500,4145523,11500,1
2002,103,3,2011-07-29,11500,4145523,11500,1
1003,103,3,2011-07-29,11500,4145523,11500,1
1003,103,1,2011-07-29,11500,4145523,11500,0
4999,103,8,2012-10-17,11500,4145523,11500,0
2003,103,1,2011-12-21,11500,4145523,11500,0
2003,103,8,2012-05-30,11500,4145524,11500,0
2002,103,9,2011-07-29,11500,4145524,11500,1
3001,103,3,2011-07-29,11500,4145524,11500,0
10202,103,5,2011-07-29,11500,4145524,11500,1
2002,103,4,2011-07-29,11500,4145524,11500,1
2002,103,6,2011-07-29,11500,4145524,11500,0
10202,103,7,2011-07-29,11500,4145524,11500,0
1003,103,3,2011-07-29,11500,4145524,11500,1
2002,103,5,2011-07-29,11500,4145524,11500,0
1000,103,2,2011-07-29,11500,4145532,11500,1
2003,103,5,2011-07-29,11500,4145532,11500,0
1000,103,3,2011-07-29,11500,4145532,11500,0
2003,103,5,2011-07-29,11500,4145532,11500,0
2002,103,4,2011-07-29,11500,4145532,11500,0
1000,103,1,2011-07-29,11500,4145532,11500,0
1000,103,1,2011-07-29,11500,4145532,11500,1
1000,103,1,2011-07-29,11500,4145532,11500,1
1000,103,1,2011-07-29,11500,4145532,11500,1
1003,103,3,2011-07-29,11500,4145532,11500,1
1000,103,1,2011-07-29,11500,4145532,11500,1
2003,103,3,2011-07-29,11500,4145532,11500,1
1000,103,2,2011-07-29,11500,4145532,11500,1
2003,103,4,2011-07-29,11500,4145532,11500,1
1003,103,2,2011-07-29,11500,4145532,11500,1
2001,103,5,2011-07-29,11500,4145538,11500,0
2001,103,5,2011-07-29,11500,4145538,11500,0
2003,103,6,2012-01-18,11500,4145538,11500,0
2003,103,6,2012-01-18,11500,4145538,11500,0
3999,103,4,2011-07-29,11500,4145539,11500,1
2002,103,2,2011-07-29,11500,4145539,11500,1
3999,103,2,2011-07-29,11500,4145539,11500,1
2003,103,2,2011-07-29,11500,4145539,11500,1
1000,103,2,2011-07-29,11500,4145539,11500,1
2002,103,4,2011-07-29,11500,4145539,11500,1
4402,103,3,2011-07-29,11500,4145539,11500,1
1000,103,2,2011-07-29,11500,4145539,11500,1
4201,103,4,2011-07-29,11500,4145539,11500,1
4201,103,3,2011-07-29,11500,4145539,11500,1
1000,103,2,2011-07-29,11500,4145539,11500,0
2004,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2005,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2001,102,15,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,0,2011-07-29,11500,4145550,11500,0
2006,102,2,2011-07-29,11500,4145550,11500,1
2004,102,2,2011-07-29,11500,4145550,11500,1
2001,102,17,2011-07-29,11500,4145550,11500,2
10202,102,14,2011-07-29,11500,4145550,11500,2
10202,102,13,2011-07-29,11500,4145550,11500,2
13100,102,14,2011-11-23,11500,4145550,11500,3
4402,102,3,2011-07-29,11500,4145550,11500,1
8300,102,15,2011-07-29,11500,4145550,11500,3
2002,103,4,2011-07-29,11500,4145494,11500,0
1001,103,1,2011-07-29,11500,4145494,11500,1
1000,103,1,2011-07-29,11500,4145494,11500,1
1000,103,2,2011-07-29,11500,4145494,11500,1
2003,103,5,2011-07-29,11500,4145494,11500,0
4402,103,0,2011-07-29,11500,4145494,11500,0
4999,103,4,2011-07-29,11500,4145494,11500,1
1000,103,4,2011-07-29,11500,4145494,11500,0
2003,103,4,2012-01-04,11500,4145494,11500,0
1000,103,2,2011-07-29,11500,4145494,11500,1
2002,103,5,2011-07-29,11500,4145494,11500,0
1000,103,3,2011-07-29,11500,4145494,11500,1
2002,103,4,2011-07-29,11500,4145494,11500,0
1000,103,3,2011-07-29,11500,4145494,11500,1
2003,103,5,2011-07-29,11500,4145494,11500,0
1000,103,1,2011-07-29,11500,4145498,11500,1
1000,103,2,2011-07-29,11500,4145498,11500,1
1001,103,1,2011-07-29,11500,4145498,11500,1
1000,103,1,2011-07-29,11500,4145498,11500,1
2002,103,0,2011-07-29,11500,4145498,11500,0
2003,103,5,2011-07-29,11500,4145498,11500,0
1000,103,2,2011-07-29,11500,4145498,11500,1
1000,103,2,2011-07-29,11500,4145498,11500,1
1000,103,2,2011-07-29,11500,4145498,11500,1
2003,103,5,2011-07-29,11500,4145498,11500,0
1000,103,3,2011-07-29,11500,4145498,11500,0
1000,103,2,2011-07-29,11500,4145498,11500,1
2002,103,5,2011-07-29,11500,4145498,11500,0
1001,103,2,2011-07-29,11500,4145499,11500,1
2002,103,0,2011-07-29,11500,4145499,11500,0
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
3999,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
2003,103,5,2011-07-29,11500,4145502,11500,0
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,0
2003,103,5,2011-07-29,11500,4145502,11500,0
1000,103,2,2011-07-29,11500,4145502,11500,1
3999,103,2,2011-07-29,11500,4145508,11500,1
3015,103,3,2011-07-29,11500,4145508,11500,1
3999,103,2,2011-07-29,11500,4145508,11500,1
16001,103,1,2012-04-10,11500,4145508,11500,0
2002,103,4,2011-07-29,11500,4145508,11500,1
2002,103,4,2011-07-29,11500,4145508,11500,1
1000,103,2,2011-07-29,11500,4145508,11500,1
1001,103,2,2011-07-29,11500,4145508,11500,1
4402,103,4,2011-07-29,11500,4145508,11500,1
1001,103,2,2011-07-29,11500,4145508,11500,1
1000,103,3,2011-07-29,11500,4145508,11500,1
1001,103,1,2011-07-29,11500,4145508,11500,1
1000,103,2,2011-07-29,11500,4145508,11500,1
2003,103,2,2011-07-29,11500,4145508,11500,1
4010,103,5,2011-07-29,11500,4145508,11500,1
1001,103,2,2011-07-29,11500,4145508,11500,1
3999,103,4,2011-07-29,11500,4145509,11500,1
2003,103,8,2011-07-29,11500,4145523,11500,1
11102,103,7,2011-07-29,11500,4145523,11500,1
2003,103,3,2011-07-29,11500,4145523,11500,1
2003,103,3,2011-07-29,11500,4145523,11500,1
11102,103,4,2011-07-29,11500,4145523,11500,1
11102,103,5,2011-07-29,11500,4145523,11500,1
11102,103,7,2011-07-29,11500,4145524,11500,1
10202,103,8,2011-07-29,11500,4145524,11500,0
10202,103,8,2011-07-29,11500,4145524,11500,0
10202,103,0,2011-07-29,11500,4145524,11500,0
2002,103,3,2011-07-29,11500,4145524,11500,1
2003,103,2,2011-07-29,11500,4145524,11500,1
2002,103,4,2011-07-29,11500,4145524,11500,1
2003,103,7,2011-07-29,11500,4145524,11500,0
2002,103,4,2011-07-29,11500,4145524,11500,1
1003,103,2,2011-07-29,11500,4145524,11500,1
2003,103,5,2011-07-29,11500,4145524,11500,0
1001,103,2,2011-07-29,11500,4145524,11500,1
2002,103,3,2011-07-29,11500,4145524,11500,1
2002,103,4,2011-07-29,11500,4145524,11500,0
2003,103,4,2011-07-29,11500,4145524,11500,1
1001,103,2,2011-07-29,11500,4145524,11500,1
11102,103,6,2011-07-29,11500,4145524,11500,1
1003,103,3,2011-07-29,11500,4145524,11500,1
1003,103,3,2011-07-29,11500,4145525,11500,1
2002,103,4,2011-07-29,11500,4145525,11500,1
2002,103,4,2011-07-29,11500,4145525,11500,1
2002,103,4,2011-07-29,11500,4145525,11500,1
1000,103,1,2011-07-29,11500,4145532,11500,0
2003,103,5,2014-05-14,11500,4145532,11500,0
1000,103,4,2011-07-29,11500,4145532,11500,1
1000,103,3,2011-07-29,11500,4145532,11500,1
4402,103,2,2011-07-29,11500,4145532,11500,1
10204,103,4,2011-07-29,11500,4145533,11500,1
10204,103,5,2011-07-29,11500,4145533,11500,1
2002,103,5,2011-07-29,11500,4145533,11500,0
10204,103,4,2011-07-29,11500,4145533,11500,1
2002,103,5,2011-07-29,11500,4145533,11500,0
3001,103,4,2011-07-29,11500,4145533,11500,1
1000,103,2,2011-07-29,11500,4145533,11500,1
4201,103,4,2011-07-29,11500,4145533,11500,1
1000,103,2,2011-07-29,11500,4145533,11500,1
1000,103,2,2011-07-29,11500,4145533,11500,1
1000,103,2,2011-07-29,11500,4145533,11500,1
3999,103,2,2011-07-29,11500,4145539,11500,1
2003,103,6,2012-03-14,11500,4145539,11500,0
1000,103,2,2011-07-29,11500,4145539,11500,1
2003,103,5,2011-07-29,11500,4145539,11500,0
2002,103,4,2011-07-29,11500,4145539,11500,1
3001,103,7,2011-07-29,11500,4145539,11500,2
4402,103,2,2011-07-29,11500,4145539,11500,1
2003,103,5,2011-07-29,11500,4145539,11500,1
1003,103,4,2012-07-04,11500,4145539,11500,0
1000,103,2,2011-07-29,11500,4145539,11500,1
1000,103,2,2011-07-29,11500,4145539,11500,1
1001,103,2,2011-07-29,11500,4145539,11500,1
2003,103,6,2014-09-17,11500,4145539,11500,0
1000,103,2,2011-07-29,11500,4145539,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2001,102,14,2011-07-29,11500,4145550,11500,1
2004,102,2,2011-07-29,11500,4145550,11500,1
2001,102,14,2011-07-29,11500,4145550,11500,1
11201,102,8,2014-05-28,11500,4145550,11500,1
6203,102,3,2011-07-29,11500,4145550,11500,1
4999,102,10,2011-07-29,11500,4145550,11500,1
4999,102,10,2011-07-29,11500,4145550,11500,1
4402,102,3,2011-07-29,11500,4145550,11500,1
4999,102,9,2011-11-30,11500,4145550,11500,1
1003,108,2,2011-07-29,11500,4145485,11500,1
1001,108,1,2011-07-29,11500,4145485,11500,1
4017,108,3,2011-07-29,11500,4145485,11500,0
1001,108,1,2011-07-29,11500,4145485,11500,1
1001,108,1,2011-07-29,11500,4145485,11500,0
1003,108,5,2011-07-29,11500,4145485,11500,0
3999,108,2,2011-07-29,11500,4145485,11500,0
3001,108,2,2011-07-29,11500,4145485,11500,0
1001,108,1,2011-07-29,11500,4145485,11500,0
1003,109,3,2011-07-29,11500,4145486,11500,1
2002,109,0,2011-07-29,11500,4145486,11500,0
2002,109,4,2011-07-29,11500,4145486,11500,0
1003,109,2,2011-07-29,11500,4145486,11500,1
1000,109,2,2011-07-29,11500,4145486,11500,0
2002,103,5,2011-07-29,11500,4145494,11500,0
2003,103,5,2014-04-16,11500,4145494,11500,0
2002,103,5,2011-07-29,11500,4145494,11500,0
2003,103,5,2011-11-16,11500,4145494,11500,0
2002,103,5,2011-07-29,11500,4145494,11500,0
2002,103,4,2011-07-29,11500,4145494,11500,1
1000,103,2,2011-07-29,11500,4145494,11500,1
2003,103,1,2011-12-21,11500,4145494,11500,0
1000,103,3,2011-07-29,11500,4145494,11500,1
1000,103,3,2011-07-29,11500,4145494,11500,1
1000,103,3,2011-07-29,11500,4145494,11500,1
1000,103,3,2011-07-29,11500,4145494,11500,1
4402,103,1,2012-02-29,11500,4145494,11500,0
1001,103,2,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
4999,103,4,2011-11-09,11500,4145499,11500,0
1001,103,3,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
1000,103,3,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
2002,103,0,2011-07-29,11500,4145499,11500,0
1000,103,2,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145499,11500,1
4999,103,3,2011-07-29,11500,4145499,11500,1
2002,103,5,2011-11-30,11500,4145499,11500,0
2002,103,4,2011-07-29,11500,4145499,11500,1
4999,103,2,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,0
1003,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,4,2011-07-29,11500,4145502,11500,1
2002,103,4,2011-07-29,11500,4145502,11500,1
2002,103,4,2011-07-29,11500,4145502,11500,1
4999,103,4,2011-07-29,11500,4145502,11500,1
1000,103,5,2011-07-29,11500,4145509,11500,1
3001,103,5,2011-07-29,11500,4145509,11500,1
1000,103,5,2011-07-29,11500,4145509,11500,1
2002,103,7,2011-07-29,11500,4145509,11500,0
1000,103,7,2011-07-29,11500,4145509,11500,0
1000,103,3,2011-07-29,11500,4145509,11500,1
1000,103,4,2011-07-29,11500,4145509,11500,1
10202,103,7,2011-07-29,11500,4145509,11500,0
8999,103,5,2011-07-29,11500,4145509,11500,1
8300,103,3,2011-07-29,11500,4145509,11500,1
2002,103,7,2011-07-29,11500,4145509,11500,1
2002,103,5,2011-07-29,11500,4145509,11500,0
2003,103,7,2013-09-04,11500,4145509,11500,1
2002,103,5,2011-07-29,11500,4145509,11500,0
4999,103,7,2011-07-29,11500,4145509,11500,1
1000,103,4,2011-07-29,11500,4145509,11500,2
2002,103,6,2011-07-29,11500,4145509,11500,0
2002,103,4,2011-07-29,11500,4145525,11500,2
1001,103,2,2011-07-29,11500,4145525,11500,1
1003,103,3,2011-07-29,11500,4145525,11500,1
1003,103,3,2011-07-29,11500,4145525,11500,1
1003,103,2,2011-07-29,11500,4145525,11500,1
1001,103,1,2011-07-29,11500,4145525,11500,0
2003,103,5,2011-07-29,11500,4145525,11500,0
1001,103,2,2011-07-29,11500,4145525,11500,1
1001,103,3,2011-07-29,11500,4145525,11500,1
2002,103,3,2011-07-29,11500,4145525,11500,1
1000,103,4,2011-07-29,11500,4145533,11500,0
2003,103,4,2011-07-29,11500,4145533,11500,0
1000,103,2,2011-07-29,11500,4145533,11500,1
8201,103,1,2011-07-29,11500,4145534,11500,0
8999,103,1,2011-07-29,11500,4145534,11500,1
8999,103,1,2011-07-29,11500,4145534,11500,0
10204,103,4,2011-07-29,11500,4145534,11500,1
2003,103,4,2011-07-29,11500,4145534,11500,0
10204,103,4,2011-07-29,11500,4145534,11500,1
2003,103,4,2011-07-29,11500,4145534,11500,0
2003,103,5,2011-07-29,11500,4145534,11500,0
1000,103,1,2011-07-29,11500,4145534,11500,1
3999,103,5,2011-07-29,11500,4145534,11500,1
2003,103,5,2011-07-29,11500,4145534,11500,0
2003,103,4,2011-12-14,11500,4145534,11500,0
1000,103,2,2011-07-29,11500,4145539,11500,1
2003,103,5,2011-07-29,11500,4145539,11500,0
1000,103,2,2011-07-29,11500,4145539,11500,0
2003,103,3,2011-11-02,11500,4145539,11500,1
10204,103,0,2011-07-29,11500,4145539,11500,0
2002,103,3,2011-07-29,11500,4145540,11500,1
2002,103,5,2011-07-29,11500,4145540,11500,0
2002,103,2,2011-07-29,11500,4145540,11500,1
2002,103,4,2011-07-29,11500,4145540,11500,0
2002,103,2,2011-07-29,11500,4145540,11500,1
2002,103,2,2011-07-29,11500,4145540,11500,1
2002,103,2,2011-07-29,11500,4145540,11500,1
2002,103,2,2011-07-29,11500,4145540,11500,1
2002,103,2,2011-07-29,11500,4145540,11500,1
4999,103,1,2011-07-29,11500,4145540,11500,1
2001,102,12,2011-07-29,11500,4145545,11500,1
2004,102,12,2011-07-29,11500,4145545,11500,1
5101,102,5,2011-07-29,11500,4145546,11500,0
10202,102,5,2014-03-26,11500,4145546,11500,0
3001,102,5,2011-07-29,11500,4145546,11500,0
8103,102,1,2011-07-29,11500,4145546,11500,0
8103,102,1,2011-07-29,11500,4145546,11500,0
8103,102,1,2011-07-29,11500,4145546,11500,0
8103,102,1,2011-07-29,11500,4145546,11500,0
8103,102,1,2011-07-29,11500,4145546,11500,0
5101,102,6,2011-07-29,11500,4145546,11500,1
2002,102,5,2011-07-29,11500,4145550,11500,0
2003,102,6,2011-07-29,11500,4145550,11500,0
1003,102,3,2011-07-29,11500,4145550,11500,0
2003,102,5,2011-07-29,11500,4145550,11500,0
2003,102,5,2011-07-29,11500,4145550,11500,0
2003,102,5,2011-07-29,11500,4145550,11500,0
1003,102,2,2011-07-29,11500,4145550,11500,1
1003,102,3,2011-07-29,11500,4145550,11500,1
1003,102,2,2011-07-29,11500,4145550,11500,1
1003,102,2,2011-07-29,11500,4145550,11500,1
1003,102,2,2011-07-29,11500,4145550,11500,1
1001,102,5,2014-09-03,11500,4145550,11500,0
2003,102,6,2011-07-29,11500,4145550,11500,0
1003,109,3,2011-07-29,11500,4145486,11500,0
1003,109,2,2011-07-29,11500,4145486,11500,1
2002,109,4,2011-07-29,11500,4145486,11500,1
2002,109,4,2011-07-29,11500,4145486,11500,0
1000,109,2,2011-07-29,11500,4145486,11500,1
1000,109,1,2011-07-29,11500,4145487,11500,1
2002,109,4,2011-07-29,11500,4145487,11500,1
1003,109,2,2011-07-29,11500,4145487,11500,1
1003,109,2,2011-07-29,11500,4145487,11500,1
10204,103,4,2011-07-29,11500,4145494,11500,0
2003,103,5,2011-07-29,11500,4145494,11500,0
4999,103,0,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2003,103,5,2011-11-30,11500,4145499,11500,0
2002,103,4,2011-07-29,11500,4145499,11500,0
2002,103,4,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
2002,103,0,2011-07-29,11500,4145499,11500,0
2002,103,5,2014-02-10,11500,4145499,11500,0
2002,103,0,2011-07-29,11500,4145499,11500,0
1001,103,4,2011-07-29,11500,4145499,11500,1
4201,103,3,2011-07-29,11500,4145499,11500,1
3001,103,3,2011-07-29,11500,4145499,11500,1
2001,103,7,2011-07-29,11500,4145499,11500,1
3999,103,4,2011-07-29,11500,4145499,11500,1
2001,103,15,2013-01-16,11500,4145499,11500,4
1000,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
3999,103,3,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145502,11500,1
1000,103,3,2011-07-29,11500,4145502,11500,1
3999,103,2,2011-07-29,11500,4145502,11500,1
6100,103,2,2011-07-29,11500,4145502,11500,1
2001,103,0,2011-07-29,11500,4145502,11500,0
8999,103,4,2011-07-29,11500,4145502,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145509,11500,1
1000,103,1,2011-07-29,11500,4145509,11500,1
1000,103,3,2011-07-29,11500,4145509,11500,1
1000,103,3,2011-07-29,11500,4145509,11500,1
1000,103,1,2011-07-29,11500,4145509,11500,1
1000,103,1,2011-07-29,11500,4145509,11500,1
1000,103,2,2011-07-29,11500,4145509,11500,1
1000,103,2,2011-07-29,11500,4145510,11500,1
10202,103,7,2011-07-29,11500,4145510,11500,0
4999,103,2,2011-07-29,11500,4145510,11500,1
1000,103,3,2011-07-29,11500,4145510,11500,1
1000,103,2,2011-07-29,11500,4145510,11500,1
1001,103,2,2011-07-29,11500,4145510,11500,1
1003,103,5,2011-07-29,11500,4145510,11500,0
2002,103,7,2011-07-29,11500,4145514,11500,1
2002,103,7,2011-07-29,11500,4145514,11500,1
2001,103,7,2011-07-29,11500,4145514,11500,0
2002,103,2,2011-07-29,11500,4145525,11500,1
2002,103,3,2011-07-29,11500,4145525,11500,1
2002,103,3,2011-07-29,11500,4145525,11500,1
1003,103,3,2011-07-29,11500,4145525,11500,1
1003,103,1,2012-08-14,11500,4145525,11500,0
1003,103,3,2011-07-29,11500,4145525,11500,1
1001,103,2,2011-07-29,11500,4145525,11500,1
1001,103,2,2011-07-29,11500,4145525,11500,1
1001,103,1,2011-07-29,11500,4145525,11500,1
2003,103,0,2011-07-29,11500,4145525,11500,0
1003,103,2,2011-07-29,11500,4145525,11500,1
2001,103,6,2011-07-29,11500,4145525,11500,1
2002,103,4,2011-07-29,11500,4145525,11500,1
2002,103,4,2011-07-29,11500,4145525,11500,1
2001,103,10,2011-07-29,11500,4145525,11500,1
1000,103,2,2011-07-29,11500,4145534,11500,1
3999,103,4,2011-07-29,11500,4145534,11500,1
2002,103,4,2011-07-29,11500,4145534,11500,1
1000,103,4,2011-07-29,11500,4145534,11500,1
2002,103,5,2011-07-29,11500,4145534,11500,0
3999,103,5,2011-07-29,11500,4145534,11500,1
2002,103,5,2011-07-29,11500,4145534,11500,0
2002,103,5,2011-07-29,11500,4145534,11500,0
1000,103,2,2011-07-29,11500,4145535,11500,1
2002,103,5,2011-07-29,11500,4145535,11500,0
2002,103,5,2011-07-29,11500,4145535,11500,0
2003,103,5,2011-07-29,11500,4145535,11500,0
2003,103,4,2011-07-29,11500,4145535,11500,0
1000,103,2,2011-07-29,11500,4145535,11500,1
2003,103,5,2011-07-29,11500,4145535,11500,0
1000,103,2,2011-07-29,11500,4145535,11500,1
10204,103,4,2011-07-29,11500,4145541,11500,1
2002,103,4,2011-07-29,11500,4145541,11500,1
10204,103,5,2011-07-29,11500,4145541,11500,1
2002,103,4,2011-07-29,11500,4145541,11500,1
2002,103,4,2011-07-29,11500,4145541,11500,0
2002,103,1,2011-07-29,11500,4145541,11500,1
2002,103,1,2011-07-29,11500,4145541,11500,1
2002,103,2,2011-07-29,11500,4145541,11500,1
1001,103,1,2011-07-29,11500,4145541,11500,0
2002,103,4,2011-07-29,11500,4145541,11500,1
2002,103,3,2011-07-29,11500,4145541,11500,1
2002,103,1,2011-07-29,11500,4145541,11500,1
2002,103,1,2011-07-29,11500,4145541,11500,1
2002,103,2,2011-07-29,11500,4145541,11500,1
2002,103,1,2011-07-29,11500,4145541,11500,1
4402,103,6,2011-07-29,11500,4145541,11500,1
2002,103,2,2011-07-29,11500,4145541,11500,1
2002,102,5,2011-07-29,11500,4145546,11500,0
2002,102,5,2011-07-29,11500,4145546,11500,0
2002,102,5,2011-07-29,11500,4145546,11500,0
2002,102,5,2011-07-29,11500,4145546,11500,0
3105,102,2,2011-07-29,11500,4145546,11500,1
2001,102,16,2011-07-29,11500,4145546,11500,4
3101,102,4,2011-07-29,11500,4145546,11500,1
4999,102,2,2011-07-29,11500,4145546,11500,0
3001,102,0,2011-07-29,11500,4145546,11500,0
3001,102,2,2011-07-29,11500,4145546,11500,0
3001,102,2,2011-07-29,11500,4145546,11500,0
3001,102,1,2011-07-29,11500,4145546,11500,0
10204,102,5,2011-07-29,11500,4145546,11500,1
10204,102,5,2011-07-29,11500,4145546,11500,1
8004,102,10,2011-07-29,11500,4145550,11500,0
8004,102,9,2011-07-29,11500,4145550,11500,0
3005,102,8,2011-07-29,11500,4145550,11500,0
8101,102,1,2011-07-29,11500,4145551,11500,0
8101,102,1,2011-07-29,11500,4145551,11500,0
8101,102,1,2011-07-29,11500,4145551,11500,0
2004,102,2,2011-07-29,11500,4145551,11500,1
1003,109,2,2011-07-29,11500,4145487,11500,1
1003,109,2,2011-07-29,11500,4145487,11500,1
1000,109,1,2011-07-29,11500,4145487,11500,1
1003,109,2,2011-07-29,11500,4145487,11500,1
1000,109,2,2011-07-29,11500,4145487,11500,1
1000,109,2,2011-07-29,11500,4145487,11500,1
1003,109,3,2011-07-29,11500,4145488,11500,1
1001,109,1,2011-07-29,11500,4145488,11500,0
3001,109,4,2011-07-29,11500,4145488,11500,1
4402,109,2,2011-07-29,11500,4145488,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
2001,103,14,2011-07-29,11500,4145494,11500,0
3001,103,3,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
6308,103,3,2011-07-29,11500,4145499,11500,1
1003,103,3,2011-07-29,11500,4145499,11500,1
2002,103,11,2011-07-29,11500,4145499,11500,1
4999,103,4,2011-07-29,11500,4145499,11500,1
1000,103,3,2011-07-29,11500,4145499,11500,1
1000,103,3,2011-07-29,11500,4145499,11500,1
2003,103,8,2012-08-08,11500,4145499,11500,0
3001,103,3,2011-07-29,11500,4145499,11500,1
1003,103,2,2011-07-29,11500,4145499,11500,1
1003,103,3,2011-07-29,11500,4145499,11500,0
1003,103,3,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
3001,103,4,2011-07-29,11500,4145499,11500,1
3999,103,2,2011-07-29,11500,4145499,11500,1
1001,103,2,2011-07-29,11500,4145499,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
1000,103,2,2011-07-29,11500,4145503,11500,1
